global_step,episode_idx,agent,action,reward,pos_F,pos_M,carry_F,carry_M,terminal
0,0,F,RIGHT,-0.21,"(0, 2)","(5, 1)",0,0,0
1,0,M,RIGHT,-0.21,"(0, 2)","(5, 2)",0,0,0
2,0,F,RIGHT,-0.19999999999999993,"(0, 3)","(5, 2)",0,0,0
3,0,M,WAIT,-0.029999999999999985,"(0, 3)","(5, 2)",0,0,0
4,0,F,WAIT,-0.01999999999999993,"(0, 3)","(5, 2)",0,0,0
5,0,M,WAIT,-0.029999999999999985,"(0, 3)","(5, 2)",0,0,0
6,0,F,LEFT,0.19000000000000003,"(0, 2)","(5, 2)",0,0,0
7,0,M,RIGHT,-0.19999999999999993,"(0, 2)","(5, 3)",0,0,0
8,0,F,WAIT,-0.029999999999999985,"(0, 2)","(5, 3)",0,0,0
9,0,M,RIGHT,-0.18999999999999997,"(0, 2)","(5, 4)",0,0,0
10,0,F,DOWN,-0.19999999999999993,"(1, 2)","(5, 4)",0,0,0
11,0,M,WAIT,-0.009999999999999967,"(1, 2)","(5, 4)",0,0,0
12,0,F,WAIT,-0.01999999999999993,"(1, 2)","(5, 4)",0,0,0
13,0,M,WAIT,-0.009999999999999967,"(1, 2)","(5, 4)",0,0,0
14,0,F,UP,0.19000000000000003,"(0, 2)","(5, 4)",0,0,0
15,0,M,LEFT,0.2000000000000001,"(0, 2)","(5, 3)",0,0,0
16,0,F,RIGHT,-0.19999999999999993,"(0, 3)","(5, 3)",0,0,0
17,0,M,WAIT,-0.01999999999999993,"(0, 3)","(5, 3)",0,0,0
18,0,F,DOWN,-0.18999999999999997,"(1, 3)","(5, 3)",0,0,0
19,0,M,UP,-0.18999999999999997,"(1, 3)","(4, 3)",0,0,0
20,0,F,UP,0.2000000000000001,"(0, 3)","(4, 3)",0,0,0
21,0,M,LEFT,0.2000000000000001,"(0, 3)","(4, 2)",0,0,0
22,0,F,DOWN,-0.18999999999999997,"(1, 3)","(4, 2)",0,0,0
23,0,M,UP,-0.18999999999999997,"(1, 3)","(3, 2)",0,0,0
24,0,F,RIGHT,-0.18000000000000002,"(1, 4)","(3, 2)",0,0,0
25,0,M,LEFT,0.2000000000000001,"(1, 4)","(3, 1)",0,0,0
26,0,F,RIGHT,-0.16999999999999987,"(1, 5)","(3, 1)",0,0,0
27,0,M,RIGHT,-0.18999999999999997,"(1, 5)","(3, 2)",0,0,0
28,0,F,LEFT,0.22,"(1, 4)","(3, 2)",0,0,0
29,0,M,DOWN,0.2000000000000001,"(1, 4)","(4, 2)",0,0,0
30,0,F,WAIT,0.0,"(1, 4)","(4, 2)",0,0,0
31,0,M,RIGHT,-0.18999999999999997,"(1, 4)","(4, 3)",0,0,0
32,0,F,RIGHT,-0.16999999999999987,"(1, 5)","(4, 3)",0,0,0
33,0,M,WAIT,-0.009999999999999967,"(1, 5)","(4, 3)",0,0,0
34,0,F,UP,0.22,"(0, 5)","(4, 3)",0,0,0
35,0,M,RIGHT,-0.18000000000000002,"(0, 5)","(4, 4)",0,0,0
36,0,F,LEFT,0.21000000000000005,"(0, 4)","(4, 4)",0,0,0
37,0,M,WAIT,0.0,"(0, 4)","(4, 4)",0,0,0
38,0,F,WAIT,-0.009999999999999967,"(0, 4)","(4, 4)",0,0,0
39,0,M,RIGHT,-0.16999999999999987,"(0, 4)","(4, 5)",0,0,0
40,0,F,WAIT,-0.009999999999999967,"(0, 4)","(4, 5)",0,0,0
41,0,M,LEFT,0.22,"(0, 4)","(4, 4)",0,0,0
42,0,F,DOWN,-0.18000000000000002,"(1, 4)","(4, 4)",0,0,0
43,0,M,DOWN,0.21000000000000005,"(1, 4)","(5, 4)",0,0,0
44,0,F,RIGHT,-0.16999999999999987,"(1, 5)","(5, 4)",0,0,0
45,0,M,UP,-0.18000000000000002,"(1, 5)","(4, 4)",0,0,0
46,0,F,LEFT,0.22,"(1, 4)","(4, 4)",0,0,0
47,0,M,RIGHT,-0.16999999999999987,"(1, 4)","(4, 5)",0,0,0
48,0,F,LEFT,0.21000000000000005,"(1, 3)","(4, 5)",0,0,0
49,0,M,RIGHT,-0.1599999999999999,"(1, 3)","(4, 6)",0,0,0
50,0,F,UP,0.2000000000000001,"(0, 3)","(4, 6)",0,0,0
51,0,M,WAIT,0.0200000000000001,"(0, 3)","(4, 6)",0,0,0
52,0,F,DOWN,-0.18999999999999997,"(1, 3)","(4, 6)",0,0,0
53,0,M,DOWN,0.23000000000000018,"(1, 3)","(5, 6)",0,0,0
54,0,F,RIGHT,-0.18000000000000002,"(1, 4)","(5, 6)",0,0,0
55,0,M,LEFT,0.22,"(1, 4)","(5, 5)",0,0,0
56,0,F,WAIT,0.0,"(1, 4)","(5, 5)",0,0,0
57,0,M,UP,-0.16999999999999987,"(1, 4)","(4, 5)",0,0,0
58,0,F,UP,0.21000000000000005,"(0, 4)","(4, 5)",0,0,0
59,0,M,WAIT,0.01000000000000014,"(0, 4)","(4, 5)",0,0,0
60,0,F,RIGHT,-0.18000000000000002,"(0, 5)","(4, 5)",0,0,0
61,0,M,DOWN,0.22,"(0, 5)","(5, 5)",0,0,0
62,0,F,DOWN,-0.16999999999999987,"(1, 5)","(5, 5)",0,0,0
63,0,M,UP,-0.16999999999999987,"(1, 5)","(4, 5)",0,0,0
64,0,F,RIGHT,-0.1599999999999999,"(1, 6)","(4, 5)",0,0,0
65,0,M,WAIT,0.01000000000000014,"(1, 6)","(4, 5)",0,0,0
66,0,F,WAIT,0.0200000000000001,"(1, 6)","(4, 5)",0,0,0
67,0,M,DOWN,0.22,"(1, 6)","(5, 5)",0,0,0
68,0,F,WAIT,0.0200000000000001,"(1, 6)","(5, 5)",0,0,0
69,0,M,RIGHT,-0.16999999999999987,"(1, 6)","(5, 6)",0,0,0
70,0,F,RIGHT,-0.14999999999999994,"(1, 7)","(5, 6)",0,0,0
71,0,M,RIGHT,-0.1599999999999999,"(1, 7)","(5, 7)",0,0,0
72,0,F,DOWN,-0.1399999999999998,"(2, 7)","(5, 7)",0,0,0
73,0,M,LEFT,0.23000000000000018,"(2, 7)","(5, 6)",0,0,0
74,0,F,LEFT,0.2500000000000001,"(2, 6)","(5, 6)",0,0,0
75,0,M,LEFT,0.22,"(2, 6)","(5, 5)",0,0,0
76,0,F,LEFT,0.24000000000000013,"(2, 5)","(5, 5)",0,0,0
77,0,M,WAIT,0.0,"(2, 5)","(5, 5)",0,0,0
78,0,F,RIGHT,-0.14999999999999994,"(2, 6)","(5, 5)",0,0,0
79,0,M,RIGHT,-0.16999999999999987,"(2, 6)","(5, 6)",0,0,0
80,0,F,RIGHT,-0.1399999999999998,"(2, 7)","(5, 6)",0,0,0
81,0,M,LEFT,0.22,"(2, 7)","(5, 5)",0,0,0
82,0,F,UP,0.2500000000000001,"(1, 7)","(5, 5)",0,0,0
83,0,M,WAIT,0.0,"(1, 7)","(5, 5)",0,0,0
84,0,F,WAIT,0.03000000000000007,"(1, 7)","(5, 5)",0,0,0
85,0,M,RIGHT,-0.16999999999999987,"(1, 7)","(5, 6)",0,0,0
86,0,F,DOWN,-0.1399999999999998,"(2, 7)","(5, 6)",0,0,0
87,0,M,LEFT,0.22,"(2, 7)","(5, 5)",0,0,0
88,0,F,UP,0.2500000000000001,"(1, 7)","(5, 5)",0,0,0
89,0,M,UP,-0.16999999999999987,"(1, 7)","(4, 5)",0,0,0
90,0,F,UP,0.24000000000000013,"(0, 7)","(4, 5)",0,0,0
91,0,M,LEFT,0.22,"(0, 7)","(4, 4)",0,0,0
92,0,F,WAIT,0.0200000000000001,"(0, 7)","(4, 4)",0,0,0
93,0,M,RIGHT,-0.16999999999999987,"(0, 7)","(4, 5)",0,0,0
94,0,F,WAIT,0.0200000000000001,"(0, 7)","(4, 5)",0,0,0
95,0,M,LEFT,0.22,"(0, 7)","(4, 4)",0,0,0
96,0,F,DOWN,-0.14999999999999994,"(1, 7)","(4, 4)",0,0,0
97,0,M,LEFT,0.21000000000000005,"(1, 7)","(4, 3)",0,0,0
98,0,F,UP,0.24000000000000013,"(0, 7)","(4, 3)",0,0,0
99,0,M,DOWN,0.2000000000000001,"(0, 7)","(5, 3)",0,0,0
100,0,F,DOWN,-0.14999999999999994,"(1, 7)","(5, 3)",0,0,0
101,0,M,LEFT,0.19000000000000003,"(1, 7)","(5, 2)",0,0,0
102,0,F,DOWN,-0.1399999999999998,"(2, 7)","(5, 2)",0,0,0
103,0,M,LEFT,0.18000000000000002,"(2, 7)","(5, 1)",0,0,0
104,0,F,WAIT,0.040000000000000216,"(2, 7)","(5, 1)",0,0,0
105,0,M,UP,-0.21,"(2, 7)","(4, 1)",0,0,0
106,0,F,WAIT,0.040000000000000216,"(2, 7)","(4, 1)",0,0,0
107,0,M,LEFT,0.18000000000000002,"(2, 7)","(4, 0)",0,0,0
108,0,F,DOWN,0.06000000000000022,"(3, 7)","(4, 0)",0,0,0
109,0,M,DOWN,0.17,"(3, 7)","(5, 0)",0,0,0
110,0,F,UP,0.06000000000000022,"(2, 7)","(5, 0)",0,0,0
111,0,M,PICKUP,0.6399999999999999,"(2, 7)","(5, 0)",0,1,0
112,0,F,DOWN,-0.13,"(3, 7)","(5, 0)",0,1,0
113,0,M,WAIT,0.0200000000000001,"(3, 7)","(5, 0)",0,1,0
114,0,F,LEFT,0.26000000000000023,"(3, 6)","(5, 0)",0,1,0
115,0,M,WAIT,0.0200000000000001,"(3, 6)","(5, 0)",0,1,0
116,0,F,DOWN,-0.13,"(4, 6)","(5, 0)",0,1,0
117,0,M,UP,-0.14999999999999994,"(4, 6)","(4, 0)",0,1,0
118,0,F,LEFT,0.26000000000000023,"(4, 5)","(4, 0)",0,1,0
119,0,M,WAIT,0.03000000000000007,"(4, 5)","(4, 0)",0,1,0
120,0,F,LEFT,0.2500000000000001,"(4, 4)","(4, 0)",0,1,0
121,0,M,UP,-0.1399999999999998,"(4, 4)","(3, 0)",0,1,0
122,0,F,WAIT,0.03000000000000007,"(4, 4)","(3, 0)",0,1,0
123,0,M,RIGHT,0.2500000000000001,"(4, 4)","(3, 1)",0,1,0
124,0,F,LEFT,0.24000000000000013,"(4, 3)","(3, 1)",0,1,0
125,0,M,LEFT,-0.1399999999999998,"(4, 3)","(3, 0)",0,1,0
126,0,F,LEFT,0.23000000000000018,"(4, 2)","(3, 0)",0,1,0
127,0,M,UP,-0.13,"(4, 2)","(2, 0)",0,1,0
128,0,F,UP,0.22,"(3, 2)","(2, 0)",0,1,0
129,0,M,WAIT,0.05,"(3, 2)","(2, 0)",0,1,0
130,0,F,DOWN,-0.16999999999999987,"(4, 2)","(2, 0)",0,1,0
131,0,M,UP,-0.11999999999999986,"(4, 2)","(1, 0)",0,1,0
132,0,F,WAIT,0.01000000000000014,"(4, 2)","(1, 0)",0,1,0
133,0,M,RIGHT,0.27,"(4, 2)","(1, 1)",0,1,0
134,0,F,DOWN,-0.1599999999999999,"(5, 2)","(1, 1)",0,1,0
135,0,M,RIGHT,0.26000000000000023,"(5, 2)","(1, 2)",0,1,0
136,0,F,UP,0.23000000000000018,"(4, 2)","(1, 2)",0,1,0
137,0,M,DOWN,0.2500000000000001,"(4, 2)","(2, 2)",0,1,0
138,0,F,LEFT,0.22,"(4, 1)","(2, 2)",0,1,0
139,0,M,DOWN,0.24000000000000013,"(4, 1)","(3, 2)",0,1,0
140,0,F,WAIT,0.0,"(4, 1)","(3, 2)",0,1,0
141,0,M,UP,-0.14999999999999994,"(4, 1)","(2, 2)",0,1,0
142,0,F,WAIT,0.0,"(4, 1)","(2, 2)",0,1,0
143,0,M,UP,-0.1399999999999998,"(4, 1)","(1, 2)",0,1,0
144,0,F,RIGHT,-0.16999999999999987,"(4, 2)","(1, 2)",0,1,0
145,0,M,LEFT,-0.13,"(4, 2)","(1, 1)",0,1,0
146,0,F,UP,0.22,"(3, 2)","(1, 1)",0,1,0
147,0,M,WAIT,0.05,"(3, 2)","(1, 1)",0,1,0
148,0,F,WAIT,0.0,"(3, 2)","(1, 1)",0,1,0
149,0,M,DOWN,0.26000000000000023,"(3, 2)","(2, 1)",0,1,0
150,0,F,DOWN,-0.16999999999999987,"(4, 2)","(2, 1)",0,1,0
151,0,M,RIGHT,0.2500000000000001,"(4, 2)","(2, 2)",0,1,0
152,0,F,DOWN,-0.1599999999999999,"(5, 2)","(2, 2)",0,1,0
153,0,M,DOWN,0.24000000000000013,"(5, 2)","(3, 2)",0,1,0
154,0,F,LEFT,0.23000000000000018,"(5, 1)","(3, 2)",0,1,0
155,0,M,UP,-0.14999999999999994,"(5, 1)","(2, 2)",0,1,0
156,0,F,RIGHT,-0.1599999999999999,"(5, 2)","(2, 2)",0,1,0
157,0,M,DOWN,0.24000000000000013,"(5, 2)","(3, 2)",0,1,0
158,0,F,LEFT,0.23000000000000018,"(5, 1)","(3, 2)",0,1,0
159,0,M,DOWN,0.23000000000000018,"(5, 1)","(4, 2)",0,1,0
160,0,F,WAIT,0.01000000000000014,"(5, 1)","(4, 2)",0,1,0
161,0,M,LEFT,-0.1599999999999999,"(5, 1)","(4, 1)",0,1,0
162,0,F,WAIT,0.01000000000000014,"(5, 1)","(4, 1)",0,1,0
163,0,M,LEFT,-0.14999999999999994,"(5, 1)","(4, 0)",0,1,0
164,0,F,WAIT,0.01000000000000014,"(5, 1)","(4, 0)",0,1,0
165,0,M,RIGHT,0.24000000000000013,"(5, 1)","(4, 1)",0,1,0
166,0,F,LEFT,0.22,"(5, 0)","(4, 1)",0,1,0
167,0,M,UP,-0.14999999999999994,"(5, 0)","(3, 1)",0,1,0
168,0,F,RIGHT,-0.16999999999999987,"(5, 1)","(3, 1)",0,1,0
169,0,M,DOWN,0.24000000000000013,"(5, 1)","(4, 1)",0,1,0
170,0,F,LEFT,0.22,"(5, 0)","(4, 1)",0,1,0
171,0,M,UP,-0.14999999999999994,"(5, 0)","(3, 1)",0,1,0
172,0,F,RIGHT,-0.16999999999999987,"(5, 1)","(3, 1)",0,1,0
173,0,M,LEFT,-0.1399999999999998,"(5, 1)","(3, 0)",0,1,0
174,0,F,LEFT,0.22,"(5, 0)","(3, 0)",0,1,0
175,0,M,UP,-0.13,"(5, 0)","(2, 0)",0,1,0
176,0,F,RIGHT,-0.16999999999999987,"(5, 1)","(2, 0)",0,1,0
177,0,M,DOWN,0.26000000000000023,"(5, 1)","(3, 0)",0,1,0
178,0,F,WAIT,0.01000000000000014,"(5, 1)","(3, 0)",0,1,0
179,0,M,RIGHT,0.2500000000000001,"(5, 1)","(3, 1)",0,1,0
180,0,F,LEFT,0.22,"(5, 0)","(3, 1)",0,1,0
181,0,M,WAIT,0.03000000000000007,"(5, 0)","(3, 1)",0,1,0
182,0,F,UP,0.21000000000000005,"(4, 0)","(3, 1)",0,1,0
183,0,M,RIGHT,0.24000000000000013,"(4, 0)","(3, 2)",0,1,0
184,0,F,RIGHT,-0.18000000000000002,"(4, 1)","(3, 2)",0,1,0
185,0,M,DOWN,0.23000000000000018,"(4, 1)","(4, 2)",0,1,0
186,0,F,UP,0.21000000000000005,"(3, 1)","(4, 2)",0,1,0
187,0,M,DOWN,0.22,"(3, 1)","(5, 2)",0,1,0
188,0,F,RIGHT,-0.18000000000000002,"(3, 2)","(5, 2)",0,1,0
189,0,M,UP,-0.16999999999999987,"(3, 2)","(4, 2)",0,1,0
190,0,F,WAIT,0.0,"(3, 2)","(4, 2)",0,1,0
191,0,M,RIGHT,0.22,"(3, 2)","(4, 3)",0,1,0
192,0,F,RIGHT,-0.16999999999999987,"(3, 3)","(4, 3)",0,1,0
193,0,M,DOWN,0.21000000000000005,"(3, 3)","(5, 3)",0,1,0
194,0,F,DOWN,-0.1599999999999999,"(4, 3)","(5, 3)",0,1,0
195,0,M,WAIT,-0.009999999999999967,"(4, 3)","(5, 3)",0,1,0
196,0,F,UP,0.23000000000000018,"(3, 3)","(5, 3)",0,1,0
197,0,M,LEFT,-0.18000000000000002,"(3, 3)","(5, 2)",0,1,0
198,0,F,LEFT,0.22,"(3, 2)","(5, 2)",0,1,0
199,0,M,WAIT,0.0,"(3, 2)","(5, 2)",0,1,0
200,0,F,LEFT,0.21000000000000005,"(3, 1)","(5, 2)",0,1,0
201,0,M,WAIT,0.0,"(3, 1)","(5, 2)",0,1,0
202,0,F,DOWN,-0.18000000000000002,"(4, 1)","(5, 2)",0,1,0
203,0,M,LEFT,-0.16999999999999987,"(4, 1)","(5, 1)",0,1,0
204,0,F,UP,0.21000000000000005,"(3, 1)","(5, 1)",0,1,0
205,0,M,WAIT,0.01000000000000014,"(3, 1)","(5, 1)",0,1,0
206,0,F,RIGHT,-0.18000000000000002,"(3, 2)","(5, 1)",0,1,0
207,0,M,RIGHT,0.22,"(3, 2)","(5, 2)",0,1,0
208,0,F,WAIT,0.0,"(3, 2)","(5, 2)",0,1,0
209,0,M,LEFT,-0.16999999999999987,"(3, 2)","(5, 1)",0,1,0
210,0,F,DOWN,-0.16999999999999987,"(4, 2)","(5, 1)",0,1,0
211,0,M,WAIT,0.01000000000000014,"(4, 2)","(5, 1)",0,1,0
212,0,F,DOWN,-0.1599999999999999,"(5, 2)","(5, 1)",0,1,0
213,0,M,WAIT,0.01000000000000014,"(5, 2)","(5, 1)",0,1,0
214,0,F,RIGHT,-0.14999999999999994,"(5, 3)","(5, 1)",0,1,0
215,0,M,LEFT,-0.1599999999999999,"(5, 3)","(5, 0)",0,1,0
216,0,F,RIGHT,-0.1399999999999998,"(5, 4)","(5, 0)",0,1,0
217,0,M,UP,-0.14999999999999994,"(5, 4)","(4, 0)",0,1,0
218,0,F,RIGHT,-0.13,"(5, 5)","(4, 0)",0,1,0
219,0,M,RIGHT,0.24000000000000013,"(5, 5)","(4, 1)",0,1,0
220,0,F,UP,0.26000000000000023,"(4, 5)","(4, 1)",0,1,0
221,0,M,DOWN,0.23000000000000018,"(4, 5)","(5, 1)",0,1,0
222,0,F,LEFT,0.2500000000000001,"(4, 4)","(5, 1)",0,1,0
223,0,M,WAIT,0.01000000000000014,"(4, 4)","(5, 1)",0,1,0
224,0,F,LEFT,0.24000000000000013,"(4, 3)","(5, 1)",0,1,0
225,0,M,WAIT,0.01000000000000014,"(4, 3)","(5, 1)",0,1,0
226,0,F,DOWN,-0.14999999999999994,"(5, 3)","(5, 1)",0,1,0
227,0,M,RIGHT,0.22,"(5, 3)","(5, 2)",0,1,0
228,0,F,UP,0.24000000000000013,"(4, 3)","(5, 2)",0,1,0
229,0,M,RIGHT,0.21000000000000005,"(4, 3)","(5, 3)",0,1,0
230,0,F,WAIT,0.0200000000000001,"(4, 3)","(5, 3)",0,1,0
231,0,M,LEFT,-0.18000000000000002,"(4, 3)","(5, 2)",0,1,0
232,0,F,RIGHT,-0.14999999999999994,"(4, 4)","(5, 2)",0,1,0
233,0,M,LEFT,-0.16999999999999987,"(4, 4)","(5, 1)",0,1,0
234,0,F,DOWN,-0.1399999999999998,"(5, 4)","(5, 1)",0,1,0
235,0,M,LEFT,-0.1599999999999999,"(5, 4)","(5, 0)",0,1,0
236,0,F,RIGHT,-0.13,"(5, 5)","(5, 0)",0,1,0
237,0,M,RIGHT,0.23000000000000018,"(5, 5)","(5, 1)",0,1,0
238,0,F,WAIT,0.05,"(5, 5)","(5, 1)",0,1,0
239,0,M,RIGHT,0.22,"(5, 5)","(5, 2)",0,1,0
240,0,F,WAIT,0.05,"(5, 5)","(5, 2)",0,1,0
241,0,M,WAIT,0.0,"(5, 5)","(5, 2)",0,1,0
242,0,F,UP,0.26000000000000023,"(4, 5)","(5, 2)",0,1,0
243,0,M,RIGHT,0.21000000000000005,"(4, 5)","(5, 3)",0,1,0
244,0,F,DOWN,-0.13,"(5, 5)","(5, 3)",0,1,0
245,0,M,UP,-0.18000000000000002,"(5, 5)","(4, 3)",0,1,0
246,0,F,RIGHT,-0.11999999999999986,"(5, 6)","(4, 3)",0,1,0
247,0,M,DOWN,0.21000000000000005,"(5, 6)","(5, 3)",0,1,0
248,0,F,UP,0.27,"(4, 6)","(5, 3)",0,1,0
249,0,M,UP,-0.18000000000000002,"(4, 6)","(4, 3)",0,1,0
250,0,F,UP,0.26000000000000023,"(3, 6)","(4, 3)",0,1,0
251,0,M,WAIT,0.0,"(3, 6)","(4, 3)",0,1,0
252,0,F,RIGHT,-0.13,"(3, 7)","(4, 3)",0,1,0
253,0,M,UP,-0.16999999999999987,"(3, 7)","(3, 3)",0,1,0
254,0,F,LEFT,0.26000000000000023,"(3, 6)","(3, 3)",0,1,0
255,0,M,LEFT,-0.1599999999999999,"(3, 6)","(3, 2)",0,1,0
256,0,F,LEFT,0.2500000000000001,"(3, 5)","(3, 2)",0,1,0
257,0,M,LEFT,-0.14999999999999994,"(3, 5)","(3, 1)",0,1,0
258,0,F,UP,0.24000000000000013,"(2, 5)","(3, 1)",0,1,0
259,0,M,UP,-0.1399999999999998,"(2, 5)","(2, 1)",0,1,0
260,0,F,UP,0.23000000000000018,"(1, 5)","(2, 1)",0,1,0
261,0,M,LEFT,-0.13,"(1, 5)","(2, 0)",0,1,0
262,0,F,LEFT,0.22,"(1, 4)","(2, 0)",0,1,0
263,0,M,WAIT,0.05,"(1, 4)","(2, 0)",0,1,0
264,0,F,LEFT,0.21000000000000005,"(1, 3)","(2, 0)",0,1,0
265,0,M,DOWN,0.26000000000000023,"(1, 3)","(3, 0)",0,1,0
266,0,F,WAIT,-0.009999999999999967,"(1, 3)","(3, 0)",0,1,0
267,0,M,WAIT,0.040000000000000216,"(1, 3)","(3, 0)",0,1,0
268,0,F,RIGHT,-0.18000000000000002,"(1, 4)","(3, 0)",0,1,0
269,0,M,RIGHT,0.2500000000000001,"(1, 4)","(3, 1)",0,1,0
270,0,F,UP,0.21000000000000005,"(0, 4)","(3, 1)",0,1,0
271,0,M,UP,-0.1399999999999998,"(0, 4)","(2, 1)",0,1,0
272,0,F,RIGHT,-0.18000000000000002,"(0, 5)","(2, 1)",0,1,0
273,0,M,DOWN,0.2500000000000001,"(0, 5)","(3, 1)",0,1,0
274,0,F,DOWN,-0.16999999999999987,"(1, 5)","(3, 1)",0,1,0
275,0,M,LEFT,-0.1399999999999998,"(1, 5)","(3, 0)",0,1,0
276,0,F,WAIT,0.01000000000000014,"(1, 5)","(3, 0)",0,1,0
277,0,M,UP,-0.13,"(1, 5)","(2, 0)",0,1,0
278,0,F,DOWN,-0.1599999999999999,"(2, 5)","(2, 0)",0,1,0
279,0,M,WAIT,0.05,"(2, 5)","(2, 0)",0,1,0
280,0,F,UP,0.23000000000000018,"(1, 5)","(2, 0)",0,1,0
281,0,M,RIGHT,0.26000000000000023,"(1, 5)","(2, 1)",0,1,0
282,0,F,DOWN,-0.1599999999999999,"(2, 5)","(2, 1)",0,1,0
283,0,M,RIGHT,0.2500000000000001,"(2, 5)","(2, 2)",0,1,0
284,0,F,WAIT,0.0200000000000001,"(2, 5)","(2, 2)",0,1,0
285,0,M,DOWN,0.24000000000000013,"(2, 5)","(3, 2)",0,1,0
286,0,F,WAIT,0.0200000000000001,"(2, 5)","(3, 2)",0,1,0
287,0,M,LEFT,-0.14999999999999994,"(2, 5)","(3, 1)",0,1,0
288,0,F,RIGHT,-0.14999999999999994,"(2, 6)","(3, 1)",0,1,0
289,0,M,WAIT,0.03000000000000007,"(2, 6)","(3, 1)",0,1,0
290,0,F,WAIT,0.03000000000000007,"(2, 6)","(3, 1)",0,1,0
291,0,M,LEFT,-0.1399999999999998,"(2, 6)","(3, 0)",0,1,0
292,0,F,UP,0.24000000000000013,"(1, 6)","(3, 0)",0,1,0
293,0,M,WAIT,0.040000000000000216,"(1, 6)","(3, 0)",0,1,0
294,0,F,RIGHT,-0.14999999999999994,"(1, 7)","(3, 0)",0,1,0
295,0,M,RIGHT,0.2500000000000001,"(1, 7)","(3, 1)",0,1,0
296,0,F,DOWN,-0.1399999999999998,"(2, 7)","(3, 1)",0,1,0
297,0,M,UP,-0.1399999999999998,"(2, 7)","(2, 1)",0,1,0
298,0,F,WAIT,0.040000000000000216,"(2, 7)","(2, 1)",0,1,0
299,0,M,DOWN,0.2500000000000001,"(2, 7)","(3, 1)",0,1,0
300,0,F,DOWN,-0.13,"(3, 7)","(3, 1)",0,1,0
301,0,M,DOWN,0.24000000000000013,"(3, 7)","(4, 1)",0,1,0
302,0,F,DOWN,-0.11999999999999986,"(4, 7)","(4, 1)",0,1,0
303,0,M,RIGHT,0.23000000000000018,"(4, 7)","(4, 2)",0,1,0
304,0,F,LEFT,0.27,"(4, 6)","(4, 2)",0,1,0
305,0,M,LEFT,-0.1599999999999999,"(4, 6)","(4, 1)",0,1,0
306,0,F,RIGHT,-0.11999999999999986,"(4, 7)","(4, 1)",0,1,0
307,0,M,LEFT,-0.14999999999999994,"(4, 7)","(4, 0)",0,1,0
308,0,F,WAIT,0.06000000000000015,"(4, 7)","(4, 0)",0,1,0
309,0,M,WAIT,0.03000000000000007,"(4, 7)","(4, 0)",0,1,0
310,0,F,DOWN,-0.10999999999999972,"(5, 7)","(4, 0)",0,1,0
311,0,M,RIGHT,0.24000000000000013,"(5, 7)","(4, 1)",0,1,0
312,0,F,UP,0.28000000000000014,"(4, 7)","(4, 1)",0,1,0
313,0,M,DOWN,0.23000000000000018,"(4, 7)","(5, 1)",0,1,0
314,0,F,DOWN,-0.10999999999999972,"(5, 7)","(5, 1)",0,1,0
315,0,M,UP,-0.1599999999999999,"(5, 7)","(4, 1)",0,1,0
316,0,F,WAIT,0.07000000000000028,"(5, 7)","(4, 1)",0,1,0
317,0,M,WAIT,0.0200000000000001,"(5, 7)","(4, 1)",0,1,0
318,0,F,LEFT,0.28000000000000014,"(5, 6)","(4, 1)",0,1,0
319,0,M,WAIT,0.0200000000000001,"(5, 6)","(4, 1)",0,1,0
320,0,F,RIGHT,-0.10999999999999972,"(5, 7)","(4, 1)",0,1,0
321,0,M,LEFT,-0.14999999999999994,"(5, 7)","(4, 0)",0,1,0
322,0,F,WAIT,0.07000000000000028,"(5, 7)","(4, 0)",0,1,0
323,0,M,WAIT,0.03000000000000007,"(5, 7)","(4, 0)",0,1,0
324,0,F,UP,0.28000000000000014,"(4, 7)","(4, 0)",0,1,0
325,0,M,UP,-0.1399999999999998,"(4, 7)","(3, 0)",0,1,0
326,0,F,WAIT,0.06000000000000015,"(4, 7)","(3, 0)",0,1,0
327,0,M,UP,-0.13,"(4, 7)","(2, 0)",0,1,0
328,0,F,UP,0.27,"(3, 7)","(2, 0)",0,1,0
329,0,M,DOWN,0.26000000000000023,"(3, 7)","(3, 0)",0,1,0
330,0,F,UP,0.26000000000000023,"(2, 7)","(3, 0)",0,1,0
331,0,M,WAIT,0.040000000000000216,"(2, 7)","(3, 0)",0,1,0
332,0,F,UP,0.2500000000000001,"(1, 7)","(3, 0)",0,1,0
333,0,M,DOWN,0.2500000000000001,"(1, 7)","(4, 0)",0,1,0
334,0,F,DOWN,-0.1399999999999998,"(2, 7)","(4, 0)",0,1,0
335,0,M,RIGHT,0.24000000000000013,"(2, 7)","(4, 1)",0,1,0
336,0,F,LEFT,0.2500000000000001,"(2, 6)","(4, 1)",0,1,0
337,0,M,WAIT,0.0200000000000001,"(2, 6)","(4, 1)",0,1,0
338,0,F,WAIT,0.03000000000000007,"(2, 6)","(4, 1)",0,1,0
339,0,M,LEFT,-0.14999999999999994,"(2, 6)","(4, 0)",0,1,0
340,0,F,LEFT,0.24000000000000013,"(2, 5)","(4, 0)",0,1,0
341,0,M,RIGHT,0.24000000000000013,"(2, 5)","(4, 1)",0,1,0
342,0,F,RIGHT,-0.14999999999999994,"(2, 6)","(4, 1)",0,1,0
343,0,M,UP,-0.14999999999999994,"(2, 6)","(3, 1)",0,1,0
344,0,F,LEFT,0.24000000000000013,"(2, 5)","(3, 1)",0,1,0
345,0,M,WAIT,0.03000000000000007,"(2, 5)","(3, 1)",0,1,0
